City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
118,Fuerte Olimpo,-21.0415,-57.8738,77.31,87,84,6.06,PY,2021-01-16 03:10:21
119,Georgetown,5.4112,100.3354,82.4,78,20,4.61,MY,2021-01-16 03:10:21
120,Saint-Philippe,-21.3585,55.7679,78.8,73,0,4.61,RE,2021-01-16 03:10:21
121,Hasaki,35.7333,140.8333,60.01,63,75,6.91,JP,2021-01-16 03:10:21
122,Bogorodskoye,56.55,37.8833,-0.44,93,100,8.14,RU,2021-01-16 03:10:21
123,Tongliao,43.6125,122.2653,-1.07,86,0,9.1,CN,2021-01-16 03:10:21
124,Kaeo,-35.1,173.7833,80.01,55,16,11.01,NZ,2021-01-16 03:10:21
125,Soyo,-6.1349,12.3689,77.81,78,81,5.23,AO,2021-01-16 03:10:21
126,Stokmarknes,68.5646,14.9108,37.99,84,73,3.0,NO,2021-01-16 03:10:22
127,Christchurch,-43.5333,172.6333,68.0,77,90,19.57,NZ,2021-01-16 03:07:38
128,Numan,9.4667,12.0333,67.3,26,15,1.45,NG,2021-01-16 03:10:22
129,Mecca,21.4267,39.8261,68.76,65,0,3.91,SA,2021-01-16 03:08:42
130,Sabang,5.8933,95.3214,79.25,83,76,13.65,ID,2021-01-16 03:07:27
131,Aksarka,66.5606,67.7975,-5.55,92,100,4.85,RU,2021-01-16 03:10:22
132,Atuona,-9.8,-139.0333,77.67,77,2,13.4,PF,2021-01-16 03:10:22
133,Coihaique,-45.5752,-72.0662,51.8,87,0,3.44,CL,2021-01-16 03:10:22
134,Yerbogachen,61.2767,108.0108,-41.13,80,100,4.14,RU,2021-01-16 03:10:22
135,Entre Rios,-11.9419,-38.0844,70.93,95,55,3.4,BR,2021-01-16 03:10:23
136,Namibe,-15.1961,12.1522,72.03,70,0,5.86,AO,2021-01-16 03:10:23
137,Kavieng,-2.5744,150.7967,76.78,87,100,3.42,PG,2021-01-16 03:10:23
138,Praya,14.9215,-23.5087,69.8,73,0,19.57,CV,2021-01-16 03:10:23
139,Zyryanka,65.75,150.85,-22.25,87,100,3.98,RU,2021-01-16 03:10:23
140,Tual,-5.6667,132.75,83.66,75,64,12.41,ID,2021-01-16 03:10:23
141,Pevek,69.7008,170.3133,-10.16,86,100,4.07,RU,2021-01-16 03:10:24
142,Fairbanks,64.8378,-147.7164,10.4,72,75,3.15,US,2021-01-16 03:10:24
143,Quthing,-30.4,27.7003,61.43,83,28,1.21,LS,2021-01-16 03:10:24
144,Xining,36.6167,101.7667,14.2,86,99,4.16,CN,2021-01-16 03:05:55
145,Kodiak,57.79,-152.4072,35.6,93,90,3.44,US,2021-01-16 03:09:37
146,Carnarvon,-24.8667,113.6333,86.0,79,0,12.66,AU,2021-01-16 03:10:24
