City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
148,Itarema,-2.9248,-39.9167,78.39,81,69,11.18,BR,2021-01-10 05:13:24
149,Aklavik,68.2191,-135.0107,1.4,85,61,5.75,CA,2021-01-10 05:13:25
150,Llanes,43.4198,-4.7549,46.99,64,93,15.08,ES,2021-01-10 05:13:25
151,Ponta Delgada,37.7333,-25.6667,50.0,71,40,2.3,PT,2021-01-10 05:13:25
152,Lagoa,39.05,-27.9833,57.65,69,97,11.14,PT,2021-01-10 05:13:25
153,Poltavka,54.3663,71.7632,6.96,95,91,9.53,RU,2021-01-10 05:13:25
154,Joetsu,37.1483,138.2364,35.01,62,100,4.0,JP,2021-01-10 05:13:25
155,Nanortalik,60.1432,-45.2371,31.42,91,100,5.1,GL,2021-01-10 05:13:25
156,Kumba,4.6363,9.4469,72.21,93,1,0.96,CM,2021-01-10 05:13:25
157,Kutum,14.2,24.6667,53.29,40,0,10.74,SD,2021-01-10 05:13:26
158,Constitucion,-35.3333,-72.4167,51.1,80,36,7.29,CL,2021-01-10 05:13:26
159,Mar Del Plata,-38.0023,-57.5575,64.0,68,0,11.99,AR,2021-01-10 05:13:26
160,Inongo,-1.95,18.2667,71.04,91,26,4.12,CD,2021-01-10 05:13:26
161,Evensk,61.95,159.2333,-2.45,79,43,11.34,RU,2021-01-10 05:13:26
162,Santa Cruz,-17.8,-63.1667,77.0,83,40,11.5,BO,2021-01-10 05:13:26
163,Consett,54.854,-1.8316,39.0,92,100,1.01,GB,2021-01-10 05:13:26
164,Te Anau,-45.4167,167.7167,57.97,68,82,6.93,NZ,2021-01-10 05:13:26
165,Zabaykalsk,49.6333,117.3167,1.27,87,71,12.46,RU,2021-01-10 05:13:26
166,Leningradskiy,69.3833,178.4167,-20.69,84,93,5.17,RU,2021-01-10 05:13:27
167,Alta Floresta,-9.8756,-56.0861,71.94,97,100,1.99,BR,2021-01-10 05:13:27
168,Makakilo City,21.3469,-158.0858,75.2,69,75,3.47,US,2021-01-10 05:13:27
169,Ngunguru,-35.6167,174.5,70.0,86,95,1.99,NZ,2021-01-10 05:13:27
170,Fortuna,40.5982,-124.1573,53.01,81,1,9.22,US,2021-01-10 05:13:27
171,Dikson,73.5069,80.5464,-2.31,93,100,18.81,RU,2021-01-10 05:13:27
172,Poum,-20.2333,164.0167,82.58,79,100,17.56,NC,2021-01-10 05:10:37
173,Pyapon,16.2833,95.6833,88.7,47,1,3.91,MM,2021-01-10 05:13:27
174,Pitanga,-24.7572,-51.7614,65.75,98,40,5.7,BR,2021-01-10 05:13:27
175,Provideniya,64.3833,-173.3,-7.37,81,0,7.47,RU,2021-01-10 05:13:27
176,Ponta Do Sol,32.6667,-17.1,52.0,77,69,3.0,PT,2021-01-10 05:13:28
177,Camacha,33.0833,-16.3333,55.4,71,40,24.16,PT,2021-01-10 05:13:28
178,Touros,-5.1989,-35.4608,80.6,74,40,11.5,BR,2021-01-10 05:13:28
179,Omachi,36.5,137.8667,37.0,27,40,17.27,JP,2021-01-10 05:13:28
180,Cochrane,51.1834,-114.4687,19.0,73,1,3.44,CA,2021-01-10 05:11:06
181,Lasa,46.6166,10.7002,21.99,72,0,6.91,IT,2021-01-10 05:12:03
182,San Patricio,28.017,-97.5169,55.4,76,90,17.27,US,2021-01-10 05:13:28
183,Uni,57.7535,51.4923,8.11,94,100,17.63,RU,2021-01-10 05:13:28
184,Mukhen,48.1,136.1,-4.27,83,100,5.35,RU,2021-01-10 05:13:28
185,Mitsamiouli,-11.3847,43.2844,82.53,77,22,15.37,KM,2021-01-10 05:13:28
186,Kahului,20.8947,-156.47,71.6,83,90,12.66,US,2021-01-10 05:10:21
187,Gao,16.6362,1.637,71.22,20,0,10.07,ML,2021-01-10 05:13:29
188,Airai,-8.9266,125.4092,73.0,93,100,1.63,TL,2021-01-10 05:13:29
189,Bowling Green,36.9903,-86.4436,30.2,69,90,3.44,US,2021-01-10 05:13:29
190,Cavalcante,-13.7975,-47.4583,69.22,83,100,1.9,BR,2021-01-10 05:13:29
191,Basoko,1.2391,23.616,71.13,86,100,1.7,CD,2021-01-10 05:13:29
192,Antofagasta,-23.65,-70.4,64.4,82,75,6.91,CL,2021-01-10 05:09:08
193,Sola,-13.8833,167.55,81.79,71,86,4.9,VU,2021-01-10 05:13:29
194,Basco,20.4487,121.9702,67.12,76,90,28.23,PH,2021-01-10 05:13:29
195,Flinders,-34.5833,150.8552,77.0,69,7,15.01,AU,2021-01-10 05:13:29
196,Kamiiso,41.8167,140.65,19.4,79,75,14.97,JP,2021-01-10 05:13:29
197,Itoman,26.1247,127.6694,62.01,55,75,19.57,JP,2021-01-10 05:13:30
198,Jiuquan,39.7432,98.5174,17.85,82,15,17.31,CN,2021-01-10 05:13:30
199,Upernavik,72.7868,-56.1549,12.42,82,100,6.53,GL,2021-01-10 05:13:30
200,Lexington,37.9887,-84.4777,26.01,80,1,3.31,US,2021-01-10 05:10:04
201,Concarneau,47.875,-3.9225,33.8,86,0,8.05,FR,2021-01-10 05:13:30
202,Dahegam,23.1667,72.8167,69.8,83,40,11.5,IN,2021-01-10 05:13:30
203,Fougeres,48.35,-1.2,30.99,93,0,8.05,FR,2021-01-10 05:13:30
204,Lewistown,40.5992,-77.5714,33.8,60,1,9.22,US,2021-01-10 05:13:30
205,Najran,17.4924,44.1277,44.6,42,0,1.41,SA,2021-01-10 05:13:30
206,Chauny,49.6151,3.2186,30.99,100,90,4.61,FR,2021-01-10 05:13:30
207,Port Elizabeth,-33.918,25.5701,69.8,78,0,14.97,ZA,2021-01-10 05:10:18
208,Sungairaya,0.7,108.9,83.91,77,100,3.74,ID,2021-01-10 05:13:31
209,Wuwei,37.9281,102.6414,18.99,75,100,8.19,CN,2021-01-10 05:13:31
210,Kismayo,-0.3582,42.5454,78.39,75,37,19.6,SO,2021-01-10 05:13:31
211,Sorland,67.667,12.6934,32.85,94,100,29.12,NO,2021-01-10 05:13:31
212,Surgut,61.25,73.4167,-4.0,84,75,4.47,RU,2021-01-10 05:13:31
213,Kinwat,19.6333,78.2,82.42,33,76,2.21,IN,2021-01-10 05:13:31
214,Borogontsy,62.6683,131.1683,-34.49,82,100,2.15,RU,2021-01-10 05:13:31
215,Fetesti,44.3833,27.8333,37.99,100,20,11.5,RO,2021-01-10 05:13:31
216,Mokhsogollokh,61.4681,128.9203,-31.0,83,99,1.79,RU,2021-01-10 05:13:31
217,Saskylakh,71.9167,114.0833,-23.69,85,100,9.51,RU,2021-01-10 05:13:31
218,Thompson,55.7435,-97.8558,6.8,85,1,4.61,CA,2021-01-10 05:11:31
219,Cururupu,-1.8283,-44.8683,76.03,90,82,3.58,BR,2021-01-10 05:13:32
220,Sawakin,19.1059,37.3321,74.34,75,13,11.34,SD,2021-01-10 05:13:32
221,Luderitz,-26.6481,15.1594,68.07,57,22,15.28,NA,2021-01-10 05:13:32
222,Nizhniy Tsasuchey,50.5167,115.1333,9.16,77,97,8.75,RU,2021-01-10 05:13:32
223,Isangel,-19.55,169.2667,87.8,74,75,5.75,VU,2021-01-10 05:13:32
224,Hofn,64.2539,-15.2082,25.79,82,0,10.22,IS,2021-01-10 05:13:32
225,Garden City,42.3256,-83.331,28.4,80,1,3.11,US,2021-01-10 05:13:32
226,Rosia,45.8167,24.3167,25.0,100,75,2.3,RO,2021-01-10 05:13:32
227,Lorengau,-2.0226,147.2712,85.89,60,100,5.44,PG,2021-01-10 05:13:32
228,Kungurtug,50.5994,97.5228,-5.94,81,54,1.52,RU,2021-01-10 05:13:32
229,Tyubuk,56.0552,60.9405,-6.84,91,100,7.02,RU,2021-01-10 05:13:32
230,Melfort,52.8667,-104.6177,12.2,85,45,13.8,CA,2021-01-10 05:13:33
231,Khatanga,71.9667,102.5,-31.16,84,26,7.65,RU,2021-01-10 05:13:33
232,Catuday,16.2923,119.8062,77.88,65,3,8.75,PH,2021-01-10 05:13:33
233,Mogadishu,2.0371,45.3438,76.69,70,1,21.68,SO,2021-01-10 05:13:33
234,Guozhen,34.3659,107.359,34.97,48,81,5.95,CN,2021-01-10 05:13:33
235,Anloga,5.7947,0.8973,78.8,94,40,8.05,GH,2021-01-10 05:13:33
236,Khani,41.9563,42.9566,37.4,65,0,3.44,GE,2021-01-10 05:13:33
237,Adrar,20.5022,-10.0711,56.48,44,6,19.06,MR,2021-01-10 05:13:33
238,Manokwari,-0.8667,134.0833,82.81,72,100,1.86,ID,2021-01-10 05:13:33
239,Jalu,29.0331,21.5482,61.3,43,0,7.83,LY,2021-01-10 05:13:33
240,Kiunga,-6.1219,141.2906,83.26,84,100,3.58,PG,2021-01-10 05:13:34
241,Imeni Poliny Osipenko,52.4201,136.4853,-13.79,86,99,5.97,RU,2021-01-10 05:13:34
242,Mingaora,34.7758,72.3625,53.71,31,20,6.55,PK,2021-01-10 05:13:34
243,Anqing,30.5092,117.0506,42.1,49,55,7.16,CN,2021-01-10 05:13:34
244,Mount Gambier,-37.8333,140.7667,93.2,29,93,18.41,AU,2021-01-10 05:13:34
245,Vila,42.0304,-8.1588,48.99,65,0,20.71,PT,2021-01-10 05:10:46
246,Hauterive,46.0901,3.4459,28.4,74,90,10.36,FR,2021-01-10 05:13:34
247,Sioux Lookout,50.1001,-91.917,21.2,100,90,5.75,CA,2021-01-10 05:13:34
248,Paamiut,61.994,-49.6678,32.86,97,100,5.61,GL,2021-01-10 05:13:35
249,Amarpatan,24.3167,80.9833,75.51,53,24,3.98,IN,2021-01-10 05:13:35
250,Akyab,20.15,92.9,79.27,54,9,1.5,MM,2021-01-10 05:13:35
251,Batemans Bay,-35.7167,150.1833,82.99,47,22,3.0,AU,2021-01-10 05:08:52
252,Ankara,39.9199,32.8543,50.0,87,75,3.8,TR,2021-01-10 05:09:05
253,Port Blair,11.6667,92.75,83.14,71,61,15.37,IN,2021-01-10 05:09:05
254,Barcelos,41.5388,-8.6151,41.0,75,0,5.75,PT,2021-01-10 05:13:35
255,Merauke,-8.4667,140.3333,82.62,83,63,14.05,ID,2021-01-10 05:13:36
256,Khorixas,-20.3667,14.9667,64.76,61,93,4.9,NA,2021-01-10 05:13:36
257,Stepnyak,52.8339,70.7803,7.75,94,92,13.2,KZ,2021-01-10 05:13:36
258,Acapulco,16.8634,-99.8901,74.86,77,39,5.3,MX,2021-01-10 05:13:36
259,Gorontalo,0.5412,123.0595,88.68,63,12,3.58,ID,2021-01-10 05:13:36
260,Kodiak,57.79,-152.4072,35.6,93,90,19.57,US,2021-01-10 05:13:36
261,Black Forest,39.0131,-104.7008,24.01,100,90,2.77,US,2021-01-10 05:13:37
262,Lithakia,37.7167,20.8333,59.0,94,40,5.75,GR,2021-01-10 05:13:37
263,Waikuku,-43.3,172.6833,68.0,68,62,13.8,NZ,2021-01-10 05:13:37
264,Moba,33.2288,105.0179,25.68,59,83,7.94,CN,2021-01-10 05:13:37
265,Okahandja,-21.9833,16.9167,64.0,100,100,4.21,NA,2021-01-10 05:13:37
266,Mahebourg,-20.4081,57.7,80.6,89,75,9.22,MU,2021-01-10 05:13:37
267,Aleksandrovskiy Zavod,50.9237,117.9374,1.56,82,40,2.42,RU,2021-01-10 05:13:37
268,Berlevag,70.8578,29.0864,16.07,93,32,19.15,NO,2021-01-10 05:13:37
269,Pimentel,-6.8367,-79.9342,69.48,86,86,11.36,PE,2021-01-10 05:13:38
270,Jambi,-1.6,103.6167,75.18,91,100,7.54,ID,2021-01-10 05:13:38
271,Inirida,3.8653,-67.9239,73.18,95,100,0.49,CO,2021-01-10 05:13:38
272,Yumen,40.2833,97.2,17.55,71,37,38.68,CN,2021-01-10 05:13:38
273,Lazaro Cardenas,17.9583,-102.2,72.09,84,0,4.65,MX,2021-01-10 05:13:38
274,Baykit,61.67,96.37,-9.0,86,100,1.57,RU,2021-01-10 05:13:38
275,Black River,18.0264,-77.8487,73.4,88,75,2.3,JM,2021-01-10 05:13:38
276,Bardiyah,31.7561,25.0865,65.64,49,13,11.79,LY,2021-01-10 05:13:38
277,Chipinge,-20.1883,32.6236,68.68,89,71,2.51,ZW,2021-01-10 05:13:39
278,Buncrana,55.1333,-7.45,42.17,92,100,8.41,IE,2021-01-10 05:13:39
279,Gazanjyk,39.2446,55.5154,39.63,60,82,5.01,TM,2021-01-10 05:13:39
280,Channel-Port Aux Basques,47.5702,-59.1367,34.72,89,76,10.25,CA,2021-01-10 05:13:39
281,Norman Wells,65.282,-126.8329,-4.0,92,20,4.61,CA,2021-01-10 05:13:39
282,Namatanai,-3.6667,152.4333,85.5,68,98,7.14,PG,2021-01-10 05:13:40
283,Tahe,52.3333,124.7333,1.2,78,1,10.98,CN,2021-01-10 05:13:40
284,Sturgis,41.7992,-85.4192,23.0,93,1,2.33,US,2021-01-10 05:13:40
285,Palmer,42.1584,-72.3287,30.2,47,90,11.5,US,2021-01-10 05:13:40
286,Gobabis,-22.45,18.9667,69.35,79,100,4.41,NA,2021-01-10 05:11:07
287,Vestmanna,62.1564,-7.1664,30.2,86,75,13.8,FO,2021-01-10 05:13:41
288,Alice Springs,-23.7,133.8833,93.2,20,0,5.75,AU,2021-01-10 05:13:41
289,Thinadhoo,0.5333,72.9333,81.63,68,100,10.09,MV,2021-01-10 05:13:41
290,Goure,13.9835,10.2704,70.0,23,0,7.0,NE,2021-01-10 05:13:41
291,Carnarvon,-24.8667,113.6333,89.6,55,29,21.85,AU,2021-01-10 05:13:41
292,Komsomolskiy,40.4272,71.7189,23.0,58,0,2.3,UZ,2021-01-10 05:13:41
293,Saint George,37.1041,-113.5841,39.2,45,1,4.61,US,2021-01-10 05:13:41
294,Egvekinot,66.3167,-179.1667,-21.15,85,37,10.51,RU,2021-01-10 05:13:41
